Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r000500.in,500,4000,3,nvtx_sum,14.4,54621,1,54621.0,54621.0,54621,54621,0.0,PushPop,:build_reverse_tables
synth_L008_r000500.in,500,4000,3,cuda_gpu_kern_sum,88.0,47712,1,47712.0,47712.0,47712,47712,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r000500.in,500,4000,3,cuda_gpu_kern_sum,12.0,6528,1,6528.0,6528.0,6528,6528,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r001000.in,1000,8000,1,wall,100.0,428001033,1,,,,,,total
synth_L008_r001000.in,1000,8000,1,nvtx_pushpop_sum,79.1,291008,1,291008.0,291008.0,291008,291008,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,1,nvtx_pushpop_sum,20.9,76687,1,76687.0,76687.0,76687,76687,0.0,:build_reverse_tables
synth_L008_r001000.in,1000,8000,1,nvtx_sum,79.1,291008,1,291008.0,291008.0,291008,291008,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,1,nvtx_sum,20.9,76687,1,76687.0,76687.0,76687,76687,0.0,PushPop,:build_reverse_tables
synth_L008_r001000.in,1000,8000,1,cuda_gpu_kern_sum,86.5,68639,1,68639.0,68639.0,68639,68639,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r001000.in,1000,8000,1,cuda_gpu_kern_sum,13.5,10752,1,10752.0,10752.0,10752,10752,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r001000.in,1000,8000,2,wall,100.0,487041050,1,,,,,,total
synth_L008_r001000.in,1000,8000,2,nvtx_pushpop_sum,73.7,268295,1,268295.0,268295.0,268295,268295,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,2,nvtx_pushpop_sum,26.3,95957,1,95957.0,95957.0,95957,95957,0.0,:build_reverse_tables
synth_L008_r001000.in,1000,8000,2,nvtx_sum,73.7,268295,1,268295.0,268295.0,268295,268295,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,2,nvtx_sum,26.3,95957,1,95957.0,95957.0,95957,95957,0.0,PushPop,:build_reverse_tables
synth_L008_r001000.in,1000,8000,2,cuda_gpu_kern_sum,86.5,68096,1,68096.0,68096.0,68096,68096,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r001000.in,1000,8000,2,cuda_gpu_kern_sum,13.5,10655,1,10655.0,10655.0,10655,10655,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
