Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r002000.in,2000,16000,3,nvtx_pushpop_sum,100.0,179903,1,179903.0,179903.0,179903,179903,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,3,nvtx_sum,100.0,179903,1,179903.0,179903.0,179903,179903,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,3,cuda_gpu_kern_sum,100.0,22848,1,22848.0,22848.0,22848,22848,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r004000.in,4000,32000,1,wall,100.0,447354747,1,,,,,,total
synth_L008_r004000.in,4000,32000,1,nvtx_pushpop_sum,100.0,189344,1,189344.0,189344.0,189344,189344,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,1,nvtx_sum,100.0,189344,1,189344.0,189344.0,189344,189344,0.0,PushPop,:fixpoint
synth_L008_r004000.in,4000,32000,1,cuda_gpu_kern_sum,100.0,27008,1,27008.0,27008.0,27008,27008,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r004000.in,4000,32000,2,wall,100.0,509397758,1,,,,,,total
synth_L008_r004000.in,4000,32000,2,nvtx_pushpop_sum,100.0,190254,1,190254.0,190254.0,190254,190254,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,2,nvtx_sum,100.0,190254,1,190254.0,190254.0,190254,190254,0.0,PushPop,:fixpoint
synth_L008_r004000.in,4000,32000,2,cuda_gpu_kern_sum,100.0,26944,1,26944.0,26944.0,26944,26944,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r004000.in,4000,32000,3,wall,100.0,511962484,1,,,,,,total
synth_L008_r004000.in,4000,32000,3,nvtx_pushpop_sum,100.0,189472,1,189472.0,189472.0,189472,189472,0.0,:fixpoint
synth_L008_r004000.in,4000,32000,3,nvtx_sum,100.0,189472,1,189472.0,189472.0,189472,189472,0.0,PushPop,:fixpoint
synth_L008_r004000.in,4000,32000,3,cuda_gpu_kern_sum,100.0,26816,1,26816.0,26816.0,26816,26816,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r008000.in,8000,64000,1,wall,100.0,447486340,1,,,,,,total
synth_L008_r008000.in,8000,64000,1,nvtx_pushpop_sum,100.0,192613,1,192613.0,192613.0,192613,192613,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,1,nvtx_sum,100.0,192613,1,192613.0,192613.0,192613,192613,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,1,cuda_gpu_kern_sum,100.0,30847,1,30847.0,30847.0,30847,30847,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r008000.in,8000,64000,2,wall,100.0,527105607,1,,,,,,total
synth_L008_r008000.in,8000,64000,2,nvtx_pushpop_sum,100.0,288579,1,288579.0,288579.0,288579,288579,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,2,nvtx_sum,100.0,288579,1,288579.0,288579.0,288579,288579,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,2,cuda_gpu_kern_sum,100.0,30208,1,30208.0,30208.0,30208,30208,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r008000.in,8000,64000,3,wall,100.0,511244486,1,,,,,,total
